PARAMETER VALUES EVOLUTION
==========================

                 steady0    steady1a    steady1b      steady2       steady3      steady4       steady6      steady7  
FR_ynty              0.5           0.3509        0.3102        0.3102        0.3091        0.309         0.3127        0.3127    
FR_yshare            0.07143       0.06539       0.06694       0.06694       0.06873       0.06876       0.03876       0.03876   
FR_ysn               0.1633        1.214         1.004         1.004         0.9741        1.112         1.142         1.142     
FR_yst               0.1633        2.806         2.791         2.792         2.721         3.11          3.136         3.136     
FR_zcon              1             1             1             1             1             1             1             1         
FR_zinv              1             1             1             1             1             1             1             1         
FR_zn                1             1             1             1             1             1             1             1         
FR_zt                1             1             1             1             1             1             1             1         
FR_grev              0.0006531     0.007824      2.02          2.02          1.952         2.229         2.322         2.322     
FR_gexp              0.0006531     0.007824      2.02          2.02          1.952         2.229         2.322         2.322     
FR_grevy             0.002         0.002         0.5479        0.5479        0.5479        0.5479        0.5479        0.5479    
FR_gexpy             0.002         0.002         0.5479        0.5479        0.5479        0.5479        0.5479        0.5479    
FR_gbal              1.876e-17     -5.154e-15    -3.642e-14    -4.441e-16    8.882e-16     2.22e-15      -6.661e-15    -6.661e-15
FR_gbaly             5.744e-17     -1.317e-15    -9.879e-15    -1.205e-16    2.492e-16     5.458e-16     -1.572e-15    -1.572e-15
FR_br                0             0             0.08429       0.0843        0.08149       0.09302       0.09692       0.09692   
FR_bry               0             0             0.02287       0.02287       0.02287       0.02287       0.02287       0.02287   
FR_gpbal             1.876e-17     -5.154e-15    0.08429       0.0843        0.08149       0.09302       0.09692       0.09692   
FR_gpbaly            5.744e-17     -1.317e-15    0.02287       0.02287       0.02287       0.02287       0.02287       0.02287   
FR_tn                0             0             0.4954        0.4955        0.4789        0.5467        0.5696        0.5696    
FR_tny               0             0             0.1344        0.1344        0.1344        0.1344        0.1344        0.1344    
FR_tc                0             0             0.4234        0.4234        0.4094        0.4673        0.4863        0.4863    
FR_tcy               0             0             0.1149        0.1149        0.1149        0.1149        0.1147        0.1147    
FR_twf               0             0             0.4512        0.4512        0.4361        0.4978        0.5187        0.5187    
FR_twfy              0             0             0.1224        0.1224        0.1224        0.1224        0.1224        0.1224    
FR_tk                0             0             0.01364       0.01364       0.01318       0.01505       0.01568       0.01568   
FR_tky               0             0             0.0037        0.0037        0.003699      0.003699      0.003699      0.003699  
FR_lhs               0.1387        1.374         14.24         14.21         13.74         15.69         16.34         16.34     
FR_rhs               0.1387        1.374         14.24         14.21         13.74         15.69         16.34         16.34     
GRRA_excy            0.01907       0.03216       0.02273       0.02273       0.02211       0.02206       0.004861      0.004861  
GRAT_excy            0.01907       0.03216       0.01932       0.01932       0.01955       0.0193        0.001647      0.001647  
GRBE_excy            0.01907       0.03216       0.01883       0.01883       0.01925       0.01876       0.001335      0.001335  
GRES_excy            0.01907       0.03216       0.0232        0.0232        0.02299       0.02287       0.002209      0.002209  
GRFI_excy            0.01907       0.03216       0.01941       0.01941       0.01988       0.01993       0.0005741     0.0005741 
GRFR_excy            0.01907       0.03216       0.0211        0.0211        0.02156       0.0216        0.005609      0.005609  
GRIT_excy            0.01907       0.03216       0.02319       0.02319       0.02295       0.02257       0.01117       0.01117   
GRNL_excy            0.01907       0.03216       0.02154       0.02154       0.02211       0.02223       0.002028      0.002028  
GRPT_excy            0.01907       0.03216       0.02482       0.02482       0.02451       0.02442       0.0003626     0.0003626 
GRDE_excy            0.01907       0.03216       0.02179       0.02179       0.0219        0.02143       0.01393       0.01393   
